C,epsilon,error_ma,error_ms,Actual Values,Predctied values
3000,0.1,7.160326202383203,51.270271324535464,[267.133],[259.9726738]
3000,0.2,0.29932920185109424,0.08959797108081312,[257.48],[257.1806708]
2000,0.2,2.665214812619354,7.1033699974056175,[257.48],[254.81478519]
3000,0.2,1.7761219231535392,3.154609085906627,[288.302],[290.07812192]
3000,0.2,2.3940757562083377,5.731598726464524,[280.375],[282.76907576]
3000,0.2,1.0295513308788031,1.0599759429143147,[280.375],[281.40455133]
2000,0.3,1.5593484643680995,2.43156763332715,[280.375],[281.93434846]
3000,0.1,3.8564984764126393,14.872580498573008,[310.64],[314.49649848]
3000,0.2,4.185704128950988,17.52011905511735,[303.27],[307.45570413]
3000,0.2,4.041780959124139,16.33599332153845,[303.27],[299.22821904]
3000,0.3,5.436339587619898,29.553788111923282,[334.205],[328.76866041]
3000,0.2,0.7266288732170665,0.5279895193927037,[326.165],[325.43837113]
3000,0.5,1.7675046052937091,3.1240725297344705,[326.165],[324.39749539]
3000,0.1,5.679230860192547,32.25366316336338,[357.502],[351.82276914]
3000,0.2,2.438367694828287,5.945637015182213,[349.06],[351.49836769]
3000,0.1,4.109766738523433,16.890182645073537,[349.06],[353.16976674]
3000,0.2,0.3264069688151494,0.10654150929109392,[380.916],[381.24240697]
3000,0.2,0.3349692144905134,0.11220437465639159,[371.955],[372.28996921]
3000,0.2,1.233627503842854,1.5218368182375506,[371.955],[370.7213725]
